_id,name,property_type,room_type,minimum_nights,maximum_nights,cancellation_policy,accommodates,bedrooms,beds,number_of_reviews,bathrooms,price,cleaning_fee,extra_people,guests_included,review_scores,amenities,images,host_name,host_identity_verified,market,country,longitude,latitude,availability_30,availability_60,availability_90,availability_365,price_usd
14339048,TOP ROOM,Apartment,Private room,1,24,flexible,3,1,3,0,1,179,Not Specified,0,1,0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Kitchen', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Outlet covers', 'Changing table', 'Window guards', 'Table corner guards', 'Room-darkening shades', 'Refrigerator', 'Cooking basics', 'BBQ grill', 'Patio or balcony', 'Beachfront']",https://a0.muscache.com/im/pictures/d42a97c8-d333-4e49-89ce-d066302dc4a5.jpg?aki_policy=large,Murat,No,Istanbul,Turkey,28.96902,41.00429,29,59,89,364,21.48
14339793,Stunning Queen bedroom with Balcony,Apartment,Private room,4,1125,moderate,2,1,1,2,1,100,25,20,1,100,"['TV', 'Wifi', 'Kitchen', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Bathtub', 'Microwave', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony']",https://a0.muscache.com/im/pictures/16be9547-57f9-49aa-90f5-19a279913f8f.jpg?aki_policy=large,Lucy,Yes,Sydney,Australia,151.28483,-33.88969,0,0,0,0,73.0
14360913,Oba Hotel istanbul Quadruple Room,Boutique hotel,Private room,1,1125,strict_14_with_grace_period,4,1,3,1,1,1186,Not Specified,0,1,100,"['TV', 'Wifi', 'Air conditioning', 'Paid parking off premises', 'Free street parking', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed']",https://a0.muscache.com/im/pictures/24c24839-8a25-4b60-95a2-f4d90f1ed90d.jpg?aki_policy=large,Ayhan,No,Istanbul,Turkey,28.97082,41.00611,29,59,89,364,142.32
1437251,"Stone House 2, com terraço e Wi-Fi",Apartment,Entire home/apt,3,60,moderate,8,2,7,61,3,85,Not Specified,12,3,93,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'High chair', 'Pack ’n Play/travel crib', 'Hot water', 'Patio or balcony', 'Host greets you']",https://a0.muscache.com/im/pictures/37327148/1ce7b6cc_original.jpg?aki_policy=large,Jose,Yes,Porto,Portugal,-8.60756,41.15633,29,56,82,247,100.3
14375153,Call it Home.,Apartment,Private room,15,90,strict_14_with_grace_period,2,1,2,8,1,38,45,25,1,93,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Free street parking', 'Hot tub', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed', 'Well-lit path to entrance', 'Host greets you']",https://a0.muscache.com/im/pictures/90b0a763-dd4a-47e7-9a52-4a5eb057a09e.jpg?aki_policy=large,Mimie,Yes,New York,United States,-73.9016,40.83796,30,60,90,90,38.0
14385513,Cool and Cosy Rooms in Kadikoy,Apartment,Private room,60,600,moderate,2,1,2,1,1,63,0,50,1,80,"['Wifi', 'Kitchen', 'Heating', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",https://a0.muscache.com/im/pictures/a0f33960-c626-4430-86a5-e262ec69341c.jpg?aki_policy=large,Sinan,No,Istanbul,Turkey,29.0266,40.99062,30,60,90,365,7.56
14388889,Sunny Private bedroom in Bushwick!,Apartment,Private room,3,1125,strict_14_with_grace_period,2,1,1,89,1,40,10,35,1,96,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Lockbox', 'Hot water']",https://a0.muscache.com/im/pictures/e25232be-2fd2-49d0-b429-8e6132bd3bc7.jpg?aki_policy=large,Ruben,Yes,New York,United States,-73.91298,40.69494,18,31,52,52,40.0
14403549,Nice condo close to the subway,Apartment,Entire home/apt,4,1125,moderate,4,2,2,37,1,89,60,8,2,93,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Hot water', 'Bed linens', 'Pocket wifi']",https://a0.muscache.com/im/pictures/6095a2bb-c1d7-46bc-88b1-fdb64899e120.jpg?aki_policy=large,Jason,No,Montreal,Canada,-73.649,45.55174,21,41,53,53,71.2
14405901,"Just Remodeled Studio Condo, Modern, Clean--View!",Aparthotel,Private room,2,60,moderate,2,1,1,116,1,109,100,0,1,97,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Gym', 'Elevator', 'Hot tub', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Bathtub', 'Pack ’n Play/travel crib', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'BBQ grill', 'Beach essentials', 'Luggage dropoff allowed', 'Long term stays allowed', 'Paid parking on premises']",https://a0.muscache.com/im/pictures/25dab014-da17-4c92-a19b-808d3498a46c.jpg?aki_policy=large,Larry,Yes,Oahu,United States,-157.83321,21.28583,8,26,50,320,109.0
14432651,Oporto beach duplex,Apartment,Entire home/apt,2,180,strict_14_with_grace_period,6,3,4,14,2,135,35,10,6,97,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Bathtub', 'Baby bath', 'High chair', 'Children’s books and toys', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Pocket wifi', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Beach essentials', 'Luggage dropoff allowed', 'Long term stays allowed', 'Beachfront']",https://a0.muscache.com/im/pictures/6e8641e0-c471-4aea-9e15-aa5fb792e632.jpg?aki_policy=large,Tiago,No,Porto,Portugal,-8.65416,41.08439,30,60,90,365,159.29999999999998
14434534,"Luxurious, bright, spacious Plaza Catalunya",Apartment,Entire home/apt,3,150,strict_14_with_grace_period,6,3,0,72,2,200,100,0,1,96,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'High chair', 'Babysitter recommendations', 'Crib', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Host greets you']",https://a0.muscache.com/im/pictures/4a2d08b3-e9ee-4468-970f-e847214d6c57.jpg?aki_policy=large,Tendency,No,Barcelona,Spain,2.16589,41.39002,4,12,28,179,236.0
14439217,Avarandado Souza Lima,Apartment,Entire home/apt,4,20,strict_14_with_grace_period,8,2,8,3,3,369,0,30,8,90,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Kitchen', 'Smoking allowed', 'Doorman', 'Elevator', 'Free street parking', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Luggage dropoff allowed', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Accessible-height bed', 'Host greets you', 'Paid parking on premises']",https://a0.muscache.com/im/pictures/d6a120bf-5f54-4ac0-95f1-cc3947e78208.jpg?aki_policy=large,Fernanda,Yes,Rio De Janeiro,Brazil,-43.19398459651786,-22.98203185975016,21,51,81,356,70.11
14439478,The beauty of New York start here.,House,Private room,2,8,strict_14_with_grace_period,2,1,1,4,1,110,85,52,1,100,"['Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Luggage dropoff allowed', 'Well-lit path to entrance', 'Wide clearance to bed', 'Step-free access']",https://a0.muscache.com/im/pictures/1b2ce555-6943-47c2-8742-d6137b9b50be.jpg?aki_policy=large,Mimie,Yes,New York,United States,-73.94625,40.80677,0,0,0,0,110.0
14450837,Yoga Apartment next to La Guardia and Manhattan,Apartment,Private room,1,1125,strict_14_with_grace_period,2,1,1,76,1,40,25,15,1,95,"['Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Hot tub', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Smoke detector', 'Safety card', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'translation missing: en.hosting_amenity_50', 'Private entrance', 'Host greets you']",https://a0.muscache.com/im/pictures/db654d50-e94c-4047-ba1b-a4a22eb8c5eb.jpg?aki_policy=large,Ursula,No,New York,United States,-73.87804,40.75533,5,32,62,152,40.0
14460432,Stylish & Sunny Shared Studio Flat,Apartment,Shared room,2,31,moderate,1,1,1,2,1,369,180,180,2,100,"['TV', 'Air conditioning', 'Kitchen', 'Elevator', 'Heating', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",https://a0.muscache.com/im/pictures/55c5cd80-d036-4183-bcf6-5895540529c3.jpg?aki_policy=large,Saul,No,Hong Kong,Hong Kong,114.20927,22.28857,0,0,0,0,47.97
14462759,SM71 - 1 minute from beach - 2-bedroom - balcony,Apartment,Entire home/apt,32,1125,strict_14_with_grace_period,3,2,2,1,1,38,100,0,3,100,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Safety card', 'Essentials', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Pack ’n Play/travel crib', 'Hot water', 'Long term stays allowed', 'Host greets you']",https://a0.muscache.com/im/pictures/951f2bf3-ef98-4483-90cc-62e669ed1a61.jpg?aki_policy=large,Jirka,Yes,Barcelona,Spain,2.19006,41.37787,0,9,39,314,44.839999999999996
14472317,MODERN PENTHOUSE ROOM/BALCONY AMAZING LOCATION :),Apartment,Private room,2,1125,strict_14_with_grace_period,2,1,1,28,1,90,50,40,1,92,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Gym', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Essentials', 'Lock on bedroom door', 'Hangers', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",https://a0.muscache.com/im/pictures/36204855-2732-4fa3-a798-33c2c3444327.jpg?aki_policy=large,Bella,Yes,New York,United States,-73.95095,40.71354,0,0,0,0,90.0
14472620,OCEAN/LAGOON/FIREWORK VIEWS 2Bdrm Ilikai 1418,Condominium,Entire home/apt,4,1124,strict_14_with_grace_period,6,2,3,5,2,528,208,0,1,100,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Lock on bedroom door', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Pack ’n Play/travel crib', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed', 'Other', 'Paid parking on premises']",https://a0.muscache.com/im/pictures/a0d6286a-110d-406b-adbc-a9b350d9cda6.jpg?aki_policy=large,Hawaii Vacation Properties Llc,Yes,Oahu,United States,-157.83915,21.28506,4,17,30,234,528.0
1447835,Boqueria - Cosy studio in Born,Serviced apartment,Entire home/apt,32,200,strict_14_with_grace_period,2,1,2,1,1,76,100,0,1,100,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'High chair', 'Crib', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Long term stays allowed', 'Well-lit path to entrance', 'Host greets you', 'Waterfront', 'Paid parking on premises']",https://a0.muscache.com/im/pictures/4040f088-2dec-4c3c-8075-32921c00bb29.jpg?aki_policy=large,Leyre,Yes,Barcelona,Spain,2.18198,41.38189,28,58,88,363,89.67999999999999
14480689,Habitacion Cama Doble  en Vila Olimpica .,Apartment,Private room,1,90,strict_14_with_grace_period,1,1,1,18,1,29,15,10,1,80,"['Wifi', 'Kitchen', 'Washer', 'First aid kit', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Pocket wifi', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Wide hallway clearance', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Accessible-height bed', 'Step-free access', 'Wide doorway', 'Accessible-height toilet', 'Wide clearance to shower', 'toilet', 'Step-free access', 'Wide entryway']",https://a0.muscache.com/im/pictures/98f0073f-d706-495c-a8e2-8569b5ed3f46.jpg?aki_policy=large,Katia Núñez Herrera,Yes,Barcelona,Spain,2.18951,41.3918,0,0,0,0,34.22
14490025,My Home in OPorto,Apartment,Entire home/apt,2,1125,strict_14_with_grace_period,2,1,2,5,1,55,35,20,2,90,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Fire extinguisher', 'Essentials', 'Shampoo', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",https://a0.muscache.com/im/pictures/033ce807-e044-4cc3-8563-ae171d6160e4.jpg?aki_policy=large,Flavia,Yes,Porto,Portugal,-8.61602,41.26027,10,40,70,300,64.89999999999999
14493885,"SUPERB FLAT ,30 sec from metro, close to downtown",Apartment,Private room,1,1125,moderate,2,1,1,1,1,81,20,50,1,100,"['Wifi', 'Kitchen', 'Free parking on premises', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",https://a0.muscache.com/im/pictures/53a21013-3750-4f77-931e-01e5375135f6.jpg?aki_policy=large,Anne,Yes,Montreal,Canada,-73.57064,45.45702,29,59,89,364,64.8
14497942,Swimming Pool/ Amazing Layout W&D Doorman 5131,Apartment,Entire home/apt,30,1125,strict_14_with_grace_period,5,2,2,1,2,330,250,0,1,100,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Pets allowed', 'Gym', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff']",https://a0.muscache.com/im/pictures/6fbbb6ab-874a-46cc-8d3d-cd70e159ff80.jpg?aki_policy=large,Jeremy & Laura,Yes,New York,United States,-73.96586,40.79377,30,60,90,365,330.0
14501655,Chambre Berri UQAM village,Apartment,Private room,1,1125,strict_14_with_grace_period,2,1,1,4,1,32,15,0,1,95,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Suitable for events', 'Washer', 'Dryer', '24-hour check-in', 'Hangers', 'Iron', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",https://a0.muscache.com/im/pictures/8ce5b5ef-bd90-4f61-bae2-81efcdf51d08.jpg?aki_policy=large,Auré,No,Montreal,Canada,-73.5571,45.51725,0,0,0,202,25.6
14506036,Heart of Harlem Living - NYC to it's fullest!,Apartment,Entire home/apt,1,30,moderate,4,1,1,25,1,140,45,0,2,93,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Pets allowed', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room', 'Hot water', 'Bed linens', 'Host greets you']",https://a0.muscache.com/im/pictures/44e3ea9f-5cd4-4e20-b8b9-dc727d8f4da8.jpg?aki_policy=large,Pascal,Yes,New York,United States,-73.93702,40.80758,15,35,64,154,140.0
14522482,"Studio 1 Q Leblon, Promo de verão! Ponto SHOW!",Apartment,Entire home/apt,3,30,moderate,4,1,2,56,1,157,100,40,4,92,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Elevator', 'Family/kid friendly', 'Washer', 'Essentials', 'Hangers', 'Laptop friendly workspace', 'Private living room', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Host greets you']",https://a0.muscache.com/im/pictures/86e55ea0-88a1-468f-8b91-d20340fd69d2.jpg?aki_policy=large,Nilza,Yes,Rio De Janeiro,Brazil,-43.22308649148793,-22.978314631267907,6,27,57,57,29.830000000000002
14549548,Trendy Bright Loft in The Plateau,Loft,Entire home/apt,7,120,strict_14_with_grace_period,4,0,2,1,1,75,50,0,2,0,"['Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Breakfast', 'Heating', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Safety card', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance']",https://a0.muscache.com/im/pictures/e62b6781-e65f-4831-9f06-bb128f3833db.jpg?aki_policy=large,Colvin,Yes,Montreal,Canada,-73.57646,45.53347,0,0,0,0,60.0
14551515,Large Bedroom in Bushwick,Apartment,Private room,3,20,moderate,2,1,1,0,1,65,50,0,1,0,"['Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Essentials', 'Hangers', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50']",https://a0.muscache.com/im/pictures/b1f59d67-9155-4057-9146-34eac34b54f8.jpg?aki_policy=large,Tetyana,Yes,New York,United States,-73.92964,40.696,0,0,0,0,65.0
14554642,MECİDİYEKÖY(ŞİŞLİ) RENTED ROOM,Apartment,Private room,1,1125,flexible,1,1,1,0,1,749,Not Specified,0,1,0,[''],https://a0.muscache.com/im/pictures/69ef80e5-d192-4d1a-b42b-0abc258a60eb.jpg?aki_policy=large,Emre,No,Istanbul,Turkey,29.0,41.07197,30,60,90,365,89.88
14563257,Céntrica Habitación,Apartment,Private room,1,1125,flexible,1,1,1,6,1,20,10,0,1,83,"['Internet', 'Wifi', 'Kitchen', 'First aid kit', 'Iron', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",https://a0.muscache.com/im/pictures/d59b2747-de68-49a5-a535-c4653043d823.jpg?aki_policy=large,Ana,Yes,Barcelona,Spain,2.1823,41.40208,0,0,0,0,23.599999999999998
14569881,Artist Loft Bushwick,Loft,Private room,2,29,strict_14_with_grace_period,2,1,1,78,1,70,50,20,1,97,"['Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Free street parking', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Outlet covers', 'Game console', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Luggage dropoff allowed', 'Wide hallway clearance', 'Step-free access', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Step-free access', 'Other']",https://a0.muscache.com/im/pictures/e5d966a4-e168-4359-89ae-c2773cb24e0f.jpg?aki_policy=large,Benny,Yes,New York,United States,-73.92351,40.70087,7,25,54,54,70.0
14571224,Alugo Quarto Para Temporada de Olimpiadas,Apartment,Private room,1,1125,flexible,2,1,2,0,1,798,Not Specified,0,1,0,"['TV', 'Wifi', 'Kitchen', 'Elevator', 'Family/kid friendly', 'Washer', 'Essentials', 'Hair dryer', 'translation missing: en.hosting_amenity_50']",https://a0.muscache.com/im/pictures/2d65b853-068f-4faa-9a9b-673145ddb117.jpg?aki_policy=large,Bia,No,Rio De Janeiro,Brazil,-43.19207316019323,-22.94964100270776,30,60,90,365,151.62
14573570,Cosy room in the Born district,Apartment,Private room,2,7,moderate,2,1,1,25,1,24,0,10,1,99,"['Internet', 'Wifi', 'Kitchen', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Hot water']",https://a0.muscache.com/im/pictures/c9187a7f-bdf1-42bc-aae5-a842c09d3143.jpg?aki_policy=large,Anne-Sophie,Yes,Barcelona,Spain,2.18177,41.38667,0,0,0,66,28.32
14574409,ORM - Cativo Apartment,Apartment,Entire home/apt,2,1125,strict_14_with_grace_period,4,1,1,116,1,40,20,20,2,97,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room', 'Private entrance', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Long term stays allowed', 'Wide hallway clearance', 'Wide doorway', 'Well-lit path to entrance', 'Wide doorway', 'Step-free access', 'Wide doorway', 'Wide entryway', 'Host greets you']",https://a0.muscache.com/im/pictures/fe308f27-1112-45d3-bad0-69875145d9d2.jpg?aki_policy=large,Oporto Rental Management,Yes,Porto,Portugal,-8.60858,41.1453,26,46,62,330,47.199999999999996
14588464,Spacious and Clean Get Away,House,Entire home/apt,4,1125,strict_14_with_grace_period,10,4,6,18,3,275,Not Specified,0,1,100,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Children’s books and toys', 'Pack ’n Play/travel crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Other']",https://a0.muscache.com/im/pictures/8c64071b-4e29-450b-8e72-a90f85bc1ae1.jpg?aki_policy=large,Maria,No,New York,United States,-74.08174,40.59116,3,17,32,106,275.0
1459519,HOUSE WITH GARDEN AND SWIMMING-POOL,Cottage,Entire home/apt,3,30,strict_14_with_grace_period,6,3,3,22,2,80,Not Specified,0,1,95,"['TV', 'Wifi', 'Pool', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Pets allowed', 'Washer', 'Dryer', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Pack ’n Play/travel crib', 'Hot water', 'Long term stays allowed', 'Host greets you']",https://a0.muscache.com/im/pictures/21653031/2cd7d529_original.jpg?aki_policy=large,Tiago,No,Porto,Portugal,-8.3692,40.86455,30,60,90,336,94.39999999999999
1459741,Loft au centre-ville de Montréal,Loft,Entire home/apt,3,1125,flexible,2,0,2,27,1,125,20,15,1,98,"['Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Breakfast', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",https://a0.muscache.com/im/pictures/27e7efa5-c5c4-4d43-ba77-e28e80a8493b.jpg?aki_policy=large,Yves,No,Montreal,Canada,-73.563,45.51406,0,0,0,0,100.0
